pages_visited,customerID,gender,campaign,ip_address_country,age_first_order,browser,os,high_revenue
16.0,004524,M,False,United States,17.54794520547945,Chrome,Mac OS X,False
11.8,004753,M,False,Australia,51.63013698630137,Chrome,Windows,False
19.0,004802,M,False,China,47.12054794520548,Chrome,Windows,False
11.0,004901,F,False,United States,70.9041095890411,Chrome,Windows,False
10.333333333333334,004915,M,False,China,60.175342465753424,Chrome,Mac OS X,False
13.0,004977,M,False,United States,57.463013698630135,Chrome,Mac OS X,False
12.0,005100,,False,China,71.9945205479452,Chrome,Windows,False
12.5,005357,M,False,Taiwan,40.413698630136984,Chrome,Windows,False
9.5,005415,F,True,United Kingdom,69.12328767123287,Chrome,Mac OS X,False
9.666666666666666,005604,F,True,United Kingdom,71.05753424657534,Chrome,Mac OS X,True
12.0,005737,F,False,United States,16.323287671232876,Chrome,Mac OS X,False
11.5,005779,M,False,United States,45.1013698630137,Chrome,Windows,False
7.5,005971,M,True,United States,70.2,Safari,Mac OS X,False
13.0,006022,F,False,New Zealand,39.038356164383565,Chrome,Mac OS X,False
14.0,006283,M,True,Iran,24.665753424657535,Firefox,Windows,False
11.0,006476,F,True,United States,53.50684931506849,Chrome,Windows,False
10.75,006523,M,True,,31.843835616438355,Chrome,Windows,False
12.333333333333334,006555,M,False,United States,42.04109589041096,Chrome,Windows,False
11.6,006711,F,True,United States,59.1972602739726,Chrome,Linux,False
10.666666666666666,006743,F,False,South Africa,64.78630136986301,Chrome,Windows,False
9.0,006846,F,False,,45.583561643835615,Safari,Mac OS X,False
8.666666666666666,006850,F,False,Brazil,68.15616438356165,Firefox,Windows,True
8.0,007135,F,False,United Kingdom,65.00821917808219,Firefox,Mac OS X,False
9.5,007217,M,False,United States,61.71780821917808,Firefox,Ubuntu,False
11.2,007356,F,False,Germany,61.02465753424657,Safari,Mac OS X,False
11.5,007494,F,False,United States,42.95342465753425,Firefox,Windows,False
13.0,007537,M,False,Argentina,66.81643835616438,Chrome,Mac OS X,False
6.4,007585,F,True,China,60.465753424657535,Chrome,Windows,False
12.0,007660,M,False,Taiwan,33.11506849315069,Chrome,Windows,False
14.5,007762,F,False,United States,64.05479452054794,Chrome,Windows,False
13.0,007955,F,False,United States,71.1013698630137,Chrome,Windows,False
5.0,008006,F,False,Argentina,33.446575342465756,Chrome,Windows,False
18.0,008025,M,False,Denmark,73.71232876712328,Chrome,Mac OS X,False
12.5,008070,F,False,United States,47.16438356164384,Chrome,Windows,False
16.0,008194,M,True,Italy,16.5972602739726,Chrome,Windows,False
10.0,008605,F,True,Denmark,65.38356164383562,Chrome,Windows,False
14.25,008680,F,False,Japan,47.794520547945204,Chrome,Windows,False
10.0,008885,,True,United Kingdom,48.43013698630137,Chrome,Windows,False
17.0,009245,F,True,France,56.76712328767123,Firefox,Windows,False
8.333333333333334,009625,M,False,United States,62.293150684931504,Chrome,Windows,False
7.8,009910,F,True,United States,62.608219178082194,Chrome,Windows,False
15.0,009918,M,False,United States,43.50410958904109,Chrome,Windows,False
11.0,00bx65,,True,Canada,63.28493150684932,Safari,Mac OS X,False
12.0,00q4am,,True,China,35.58904109589041,Chrome,Windows,False
10.0,00tguu,,False,China,63.33972602739726,Chrome,Windows,False
17.0,010308,F,False,Chile,26.28767123287671,Chrome,Windows,False
15.0,010311,,True,United States,31.69041095890411,Firefox,Mac OS X,False
17.0,010379,M,False,Germany,48.5013698630137,Chrome,Windows,False
15.0,010681,F,False,United Kingdom,20.063013698630137,Chrome,Mac OS X,False
15.0,010684,M,False,Australia,17.0,Chrome,Linux,False
8.4,010797,M,True,Portugal,49.38630136986301,Firefox,Windows,True
20.0,010839,F,False,France,26.013698630136986,Chrome,Windows,False
13.0,010952,F,True,China,21.03287671232877,Chrome,Windows,False
10.0,011015,M,False,Poland,61.89041095890411,Chrome,Windows,False
11.666666666666666,011177,M,True,Republic of Korea,31.635616438356163,Chrome,Windows,False
13.0,011274,F,False,China,27.983561643835618,Chrome,Windows,False
7.0,011363,M,False,Germany,55.09041095890411,Chrome,Mac OS X,False
11.333333333333334,011387,M,True,Russia,28.93972602739726,Safari,Mac OS X,False
9.0,011753,M,False,United States,22.98904109589041,Chrome,Windows,False
6.8,011804,M,True,Republic of Korea,33.95616438356164,Chrome,Mac OS X,False
10.8,011849,F,True,Republic of Moldova,33.61369863013699,Safari,Mac OS X,False
12.0,012173,M,True,Chile,45.45205479452055,Chrome,Windows,True
10.0,012231,M,False,Germany,26.854794520547944,Firefox,Windows,False
11.0,012324,F,False,Tanzania,66.62465753424658,Chrome,Windows,False
11.0,012332,,True,China,37.62739726027397,Safari,Mac OS X,False
11.0,012334,,False,United States,66.43835616438356,Chrome,Windows,False
13.666666666666666,012337,F,True,United Kingdom,42.010958904109586,Firefox,Ubuntu,False
8.5,012634,M,False,Norway,62.347945205479455,Chrome,Windows,False
10.8,012671,,False,United States,29.383561643835616,Chrome,Windows,False
14.333333333333334,012726,,True,Brazil,55.38082191780822,IE,Windows,True
10.5,012730,F,False,Netherlands,51.846575342465755,Chrome,Mac OS X,True
18.0,013091,F,True,Republic of Korea,43.69315068493151,Chrome,Windows,False
12.5,013125,F,True,Germany,58.47397260273973,Chrome,Windows,False
8.0,013143,M,False,Italy,17.19178082191781,Chrome,Windows,False
11.5,013205,,False,Japan,43.97260273972603,Chrome,Windows,False
6.0,013226,F,False,Belgium,18.413698630136988,Chrome,Windows,False
14.0,013331,,True,United States,69.20547945205479,Chrome,Windows,True
13.0,013729,,True,United States,53.49589041095891,Chrome,Windows,False
11.0,014418,M,False,Slovenia,51.961643835616435,Chrome,Windows,False
11.0,014514,M,True,United States,52.827397260273976,Firefox,Windows,False
14.0,014796,M,True,South Africa,16.915068493150685,Firefox,Windows,False
12.0,014830,M,False,United States,33.846575342465755,Chrome,Windows,False
9.5,014834,M,False,Peru,48.227397260273975,Chrome,Windows,False
12.0,014887,F,True,China,17.73972602739726,Chrome,Windows,False
11.0,014934,M,False,China,50.298630136986304,Firefox,Windows,False
14.0,014960,M,True,United States,37.9041095890411,Chrome,Linux,False
14.0,015041,M,False,United States,47.794520547945204,Chrome,Mac OS X,False
12.6,015096,M,False,Russia,43.11506849315069,Firefox,Windows,False
9.0,015211,,False,United States,55.676712328767124,Firefox,Windows,False
10.5,015420,M,True,United States,47.95342465753425,Chrome,Windows,True
14.0,015910,M,False,United States,46.657534246575345,Chrome,Windows,False
11.0,015929,F,True,United States,33.58082191780822,IE,Windows,False
12.0,015fq0,F,False,Mexico,59.97808219178082,Safari,Mac OS X,False
10.25,016219,M,True,Panama,66.94520547945206,Chrome,Windows,False
9.0,016263,M,False,Morocco,30.893150684931506,Firefox,Windows,False
14.0,016322,,False,United States,49.81643835616438,Firefox,Ubuntu,False
13.0,016499,F,True,Indonesia,16.85753424657534,Chrome,Windows,False
9.0,016640,F,False,Republic of Korea,43.71232876712329,Chrome,Windows,False
19.0,017071,F,False,United States,45.47671232876712,Chrome,Windows,False
7.0,017257,F,True,China,28.852054794520548,Chrome,Linux,False
13.0,017392,F,True,Japan,22.33150684931507,Chrome,Windows,False
11.0,017817,F,False,United Kingdom,46.61643835616438,Chrome,Mac OS X,False
11.0,018044,M,True,United States,71.42191780821918,Firefox,Ubuntu,False
12.5,018177,M,False,India,16.53150684931507,Chrome,Windows,False
10.166666666666666,018281,M,True,Japan,38.97808219178082,Chrome,Windows,False
10.0,018303,,False,Russia,43.75342465753425,Chrome,Windows,False
11.0,018436,M,False,Italy,69.28219178082192,Chrome,Windows,False
13.666666666666666,018800,F,False,United States,46.54520547945206,Chrome,Windows,False
11.0,018811,M,True,Italy,67.10684931506849,Chrome,Mac OS X,False
8.4,019607,M,False,Germany,54.276712328767125,Firefox,Ubuntu,True
9.0,019747,F,False,United States,31.13972602739726,Chrome,Windows,False
14.5,01ayjs,,True,United States,56.843835616438355,Chrome,Linux,False
9.0,020243,M,False,Greece,26.5972602739726,Safari,Mac OS X,False
8.25,020289,F,False,,46.824657534246576,Firefox,Ubuntu,False
10.5,020387,M,False,United States,37.797260273972604,Chrome,Mac OS X,False
13.333333333333334,020392,F,False,Malaysia,61.50958904109589,Chrome,Windows,False
12.5,020398,F,False,Australia,60.43013698630137,Chrome,Windows,False
9.333333333333334,020902,F,True,Germany,62.364383561643834,Chrome,Mac OS X,True
9.0,021136,F,False,Australia,33.153424657534245,Safari,Mac OS X,False
13.0,021160,F,False,Norway,50.136986301369866,Chrome,Windows,False
12.0,021174,F,False,China,33.104109589041094,Chrome,Mac OS X,False
16.0,021969,M,False,United States,61.016438356164386,Chrome,Mac OS X,False
10.5,022146,F,True,Taiwan,64.7972602739726,Chrome,Windows,False
11.0,022569,F,False,United States,58.8054794520548,Chrome,Windows,False
9.5,022639,F,True,United States,68.52876712328766,Firefox,Windows,False
9.75,022916,M,False,Colombia,15.652054794520549,Firefox,Ubuntu,False
9.75,022916,M,False,,15.652054794520549,Firefox,Ubuntu,False
9.75,022916,M,False,Colombia,45.97260273972603,Chrome,Windows,False
9.75,022916,M,False,,45.97260273972603,Chrome,Windows,False
12.0,023052,M,False,United States,36.054794520547944,Chrome,Windows,False
11.25,023407,M,True,United States,24.813698630136987,Firefox,Windows,False
14.5,023701,M,False,Brazil,62.74520547945205,Safari,Mac OS X,False
14.0,023864,M,False,United States,51.73972602739726,Chrome,Mac OS X,False
14.0,023899,F,True,Brazil,38.68767123287671,Firefox,Windows,False
13.0,023931,,False,United States,40.85753424657534,Chrome,Windows,False
11.0,024205,F,False,,18.564383561643837,Chrome,Windows,False
9.5,024448,F,False,Japan,71.15616438356165,Chrome,Windows,False
11.0,024475,,False,Kenya,59.94794520547945,Chrome,Windows,True
8.5,024532,M,False,United States,49.30958904109589,Chrome,Windows,False
11.5,024590,F,False,Japan,70.16986301369863,Safari,Mac OS X,False
18.0,024774,,True,Poland,27.852054794520548,Chrome,Mac OS X,False
9.5,024870,M,False,United States,73.78630136986301,Chrome,Windows,False
15.0,024942,M,False,Dominican Republic,67.07671232876713,Edge,Windows,False
15.0,024982,F,False,France,65.9041095890411,Firefox,Windows,False
13.0,025189,F,False,United States,40.465753424657535,Firefox,Windows,False
11.5,025281,M,True,Greece,58.06027397260274,Firefox,Windows,False
13.25,025317,M,True,Netherlands,32.92602739726028,Chrome,Mac OS X,False
7.0,025478,M,True,,52.175342465753424,Chrome,Windows,True
14.0,025558,F,False,Ukraine,71.63287671232877,Safari,Mac OS X,False
13.0,025572,F,True,Australia,47.79178082191781,Chrome,Windows,False
14.0,025581,M,False,China,67.32876712328768,Safari,Mac OS X,False
10.0,025714,F,False,Hungary,56.25753424657534,Chrome,Windows,False
10.0,025904,M,True,Netherlands,22.687671232876713,Chrome,Windows,False
17.0,026076,,False,United States,21.75890410958904,Safari,Mac OS X,False
6.5,027128,F,False,South Africa,54.96986301369863,Chrome,Windows,False
9.166666666666666,027163,M,True,United States,53.016438356164386,Chrome,Windows,False
11.0,027262,F,False,United States,54.66301369863014,Chrome,Windows,False
13.0,027498,F,False,China,21.747945205479454,Chrome,Windows,False
9.5,027873,F,True,Germany,51.11780821917808,Firefox,Windows,False
9.5,027873,F,True,China,51.11780821917808,Firefox,Windows,False
9.5,027873,M,False,Germany,15.493150684931507,Chrome,Linux,False
9.5,027873,M,False,China,15.493150684931507,Chrome,Linux,False
10.0,027928,M,False,China,33.03013698630137,Safari,Mac OS X,False
11.0,028046,M,False,United States,57.794520547945204,Safari,Mac OS X,False
10.75,028066,,True,China,33.40821917808219,IE,Windows,False
11.75,028161,F,False,United States,66.95342465753424,Edge,Windows,False
11.0,028224,M,False,China,49.013698630136986,Safari,Mac OS X,False
11.75,028250,M,False,United States,60.487671232876714,Chrome,Windows,False
12.0,028255,,False,China,36.53972602739726,Chrome,Windows,False
7.0,028307,F,False,Bosnia and Herzegovina,44.95342465753425,Safari,Mac OS X,False
7.666666666666667,028315,M,True,Japan,49.51780821917808,Chrome,Mac OS X,True
11.25,028476,F,False,United States,48.37534246575343,Firefox,Windows,False
16.0,028478,F,False,United Kingdom,27.583561643835615,Chrome,Linux,False
10.666666666666666,029025,F,False,Cyprus,65.62191780821918,Chrome,Windows,True
9.0,0292mb,F,False,United States,45.556164383561644,Chrome,Windows,False
9.0,029316,,False,United States,41.12876712328767,Chrome,Mac OS X,False
9.333333333333334,029352,,True,United States,48.45753424657534,Safari,Mac OS X,False
6.0,029412,M,False,United States,67.59452054794521,Chrome,Windows,False
7.0,029650,M,False,United States,21.421917808219177,Firefox,Windows,False
12.5,029666,M,True,Hungary,43.66849315068493,Safari,Mac OS X,False
11.666666666666666,029672,M,True,Vietnam,69.85205479452055,Chrome,Windows,True
17.0,029923,M,False,Slovak Republic,62.221917808219175,Firefox,Windows,False
15.5,02s8yp,F,False,United States,47.95616438356164,Chrome,Windows,False
10.0,030004,M,True,United States,19.926027397260274,Chrome,Linux,False
8.4,030293,F,True,China,44.47123287671233,Chrome,Windows,False
13.666666666666666,030314,F,True,United States,58.06575342465754,Chrome,Windows,False
10.75,030427,M,False,United States,42.02191780821918,Chrome,Windows,False
10.0,030474,F,False,Belgium,41.04931506849315,Chrome,Windows,False
14.0,030647,,False,United States,57.92054794520548,Firefox,Windows,False
11.0,030666,M,False,Brazil,17.515068493150686,Chrome,Windows,False
11.5,030780,F,True,Japan,37.54246575342466,Chrome,Windows,False
10.666666666666666,031045,M,False,United States,63.85753424657534,Chrome,Windows,False
7.333333333333333,031173,M,False,Taiwan,54.553424657534244,Chrome,Windows,False
10.0,031197,F,False,Denmark,52.205479452054796,Chrome,Mac OS X,False
14.0,031509,M,False,Netherlands,44.78082191780822,Chrome,Windows,False
8.75,031874,F,True,Taiwan,35.917808219178085,Chrome,Mac OS X,False
10.333333333333334,031876,M,True,Sweden,54.41917808219178,Chrome,Mac OS X,False
10.5,032003,M,True,United States,56.4986301369863,Chrome,Windows,False
13.0,032187,,True,United States,31.041095890410958,Safari,Mac OS X,False
8.0,032217,F,False,United States,47.52602739726027,Chrome,Windows,False
18.0,032281,F,False,France,41.676712328767124,Chrome,Mac OS X,False
9.0,032480,,False,Germany,57.76164383561644,Safari,Mac OS X,False
12.4,032638,F,True,Tunisia,48.73972602739726,Chrome,Mac OS X,False
9.0,032754,F,True,China,51.915068493150685,Chrome,Windows,False
12.333333333333334,032787,M,False,France,40.12602739726027,Chrome,Windows,False
6.333333333333333,032916,M,False,France,61.46849315068493,Firefox,Windows,False
10.142857142857142,032960,F,True,United States,40.42465753424658,Chrome,Windows,True
18.0,032986,F,False,China,31.915068493150685,Chrome,Windows,False
10.0,033014,M,False,Italy,65.93698630136986,Chrome,Linux,False
16.0,033133,M,True,Australia,34.843835616438355,Firefox,Windows,False
15.0,033169,F,False,Republic of Korea,65.27671232876712,Chrome,Windows,False
13.5,033314,F,False,Canada,15.854794520547944,Chrome,Windows,False
11.0,033396,F,False,United States,39.106849315068494,Chrome,Windows,False
11.5,033538,F,True,Germany,71.55068493150685,Chrome,Linux,False
14.0,033835,F,False,Germany,64.83835616438355,Chrome,Windows,False
13.0,033847,M,True,China,61.917808219178085,Safari,Mac OS X,False
14.0,033949,F,False,Italy,65.1917808219178,Chrome,Windows,False
11.666666666666666,033992,M,True,United States,69.58356164383562,Chrome,Mac OS X,True
9.0,034091,F,False,United States,29.47945205479452,Edge,Windows,False
10.0,034319,F,False,Germany,30.671232876712327,Chrome,Windows,False
11.0,034495,F,False,,51.12054794520548,Chrome,Mac OS X,False
9.5,034868,M,True,Monaco,61.45205479452055,Chrome,Mac OS X,True
11.5,034xkq,F,True,China,31.471232876712328,Safari,Mac OS X,False
9.0,035048,M,True,United States,35.821917808219176,Safari,Mac OS X,False
11.0,035325,F,False,Egypt,16.813698630136987,Safari,Mac OS X,False
14.0,035516,F,False,,49.18904109589041,Chrome,Windows,False
15.0,035723,,False,Republic of Lithuania,68.64657534246575,Chrome,Windows,False
15.0,035749,F,False,Brazil,47.271232876712325,Safari,Mac OS X,False
10.0,035814,F,False,United States,34.52876712328767,Chrome,Windows,False
15.0,035829,M,False,China,33.02191780821918,Chrome,Windows,False
12.0,036022,F,False,United States,22.59178082191781,Chrome,Mac OS X,False
5.0,036173,F,False,United States,15.476712328767123,Chrome,Mac OS X,False
8.0,036645,F,True,United Kingdom,21.4,Chrome,Mac OS X,False
17.0,036847,F,False,United States,42.635616438356166,Chrome,Windows,False
11.0,037187,,False,United States,71.2,Chrome,Mac OS X,False
14.0,037240,F,False,Hungary,24.224657534246575,Chrome,Mac OS X,False
6.0,037278,M,False,United States,74.04109589041096,IE,Windows,False
11.333333333333334,037553,M,False,United States,69.4904109589041,Chrome,Mac OS X,True
11.0,037569,F,False,United States,47.52328767123288,Chrome,Windows,False
12.5,037662,F,False,Japan,76.10958904109589,Chrome,Mac OS X,False
16.0,037936,F,False,United States,43.967123287671235,Chrome,Windows,False
11.0,038040,F,False,United States,67.4986301369863,Chrome,Windows,False
10.333333333333334,038165,F,False,,71.14794520547945,Chrome,Windows,False
14.25,038444,F,True,United States,45.515068493150686,Firefox,Windows,False
7.0,038653,,False,India,39.608219178082194,Chrome,Windows,False
5.0,038691,M,True,Finland,28.715068493150685,Safari,Mac OS X,False
11.0,038800,F,False,Japan,58.221917808219175,Chrome,Windows,False
10.2,038811,F,False,Finland,59.76712328767123,Chrome,Windows,True
15.0,038900,F,False,China,34.99178082191781,Chrome,Windows,False
12.0,038909,M,False,Brazil,41.76712328767123,Chrome,Windows,False
14.0,039113,F,False,Taiwan,51.345205479452055,Chrome,Mac OS X,False
11.75,039226,M,True,United States,29.268493150684932,Chrome,Windows,False
9.5,039454,F,False,Romania,66.4931506849315,Safari,Mac OS X,False
7.5,039772,,True,United States,57.04931506849315,Chrome,Mac OS X,True
9.2,039998,F,False,China,62.69315068493151,Chrome,Windows,False
7.5,03i0ia,F,True,Hungary,61.33424657534247,Chrome,Windows,False
13.0,040203,M,False,United States,69.11780821917809,Chrome,Mac OS X,False
13.333333333333334,040413,F,False,United States,45.78356164383562,Chrome,Windows,False
12.5,040425,F,True,South Africa,71.7041095890411,Safari,Mac OS X,False
15.0,040557,M,False,China,58.49315068493151,Chrome,Windows,False
8.75,040714,,False,United States,73.3917808219178,Chrome,Mac OS X,False
11.5,040721,F,True,United States,40.68493150684932,Chrome,Mac OS X,False
8.5,040872,F,False,New Zealand,44.04931506849315,Chrome,Windows,False
10.666666666666666,040906,M,True,Japan,45.07671232876712,Chrome,Windows,True
10.666666666666666,040906,M,True,United States,45.07671232876712,Chrome,Windows,True
10.666666666666666,040906,M,False,Japan,69.32602739726028,Chrome,Linux,True
10.666666666666666,040906,M,False,United States,69.32602739726028,Chrome,Linux,True
10.0,040992,M,False,United States,40.57808219178082,Chrome,Windows,True
11.0,041063,M,False,China,19.183561643835617,Chrome,Windows,False
12.5,041476,,True,Brazil,74.93698630136986,Safari,Mac OS X,False
12.0,041493,M,False,Netherlands,50.88767123287671,Chrome,Windows,False
11.0,041619,M,False,China,20.465753424657535,Chrome,Windows,False
10.0,041695,F,False,Netherlands,44.556164383561644,Chrome,Windows,False
7.4,042029,F,True,Argentina,62.865753424657534,Chrome,Mac OS X,True
6.0,042042,F,False,Republic of Korea,38.18356164383562,Chrome,Windows,False
11.0,042299,M,False,United States,65.41643835616438,Safari,Mac OS X,False
8.75,042303,F,True,Ireland,69.21917808219177,Firefox,Windows,False
8.666666666666666,0423fg,M,True,United States,76.1917808219178,Edge,Windows,False
11.333333333333334,042473,M,False,India,55.12054794520548,Chrome,Windows,False
14.0,042654,F,True,Canada,30.339726027397262,Chrome,Mac OS X,False
23.0,042715,F,True,United States,17.205479452054796,Chrome,Mac OS X,False
8.0,042851,M,False,Brazil,59.704109589041096,Chrome,Windows,False
9.0,042894,M,False,South Africa,42.18082191780822,Safari,Mac OS X,False
21.0,042967,F,False,United States,36.772602739726025,Chrome,Windows,False
12.25,043374,M,True,United States,61.8027397260274,Firefox,Ubuntu,False
13.0,043457,F,False,United States,71.67397260273972,Chrome,Windows,False
9.0,043492,M,False,United States,31.846575342465755,Firefox,Windows,False
11.0,043917,F,False,Japan,22.947945205479453,Chrome,Windows,False
13.0,044031,F,False,United States,37.47671232876712,Chrome,Windows,False
10.0,044217,F,False,United States,38.38630136986301,Chrome,Mac OS X,False
6.0,044351,M,False,France,19.695890410958903,IE,Windows,False
9.0,044566,F,False,United States,71.71232876712328,Firefox,Windows,False
11.4,044568,M,False,Latvia,46.536986301369865,Firefox,Windows,False
11.0,044759,M,True,United States,47.824657534246576,Chrome,Windows,True
13.0,044810,M,True,United States,36.556164383561644,Chrome,Windows,False
9.5,044nxo,M,True,China,56.967123287671235,Chrome,Mac OS X,False
10.5,045079,M,False,France,53.632876712328766,Chrome,Windows,False
10.0,045344,M,False,China,40.71232876712329,Chrome,Mac OS X,False
15.0,045359,F,False,Republic of Korea,51.12328767123287,Safari,Mac OS X,False
8.666666666666666,045640,M,False,Austria,49.53972602739726,Chrome,Windows,False
11.333333333333334,045681,M,True,China,29.339726027397262,Chrome,Windows,False
10.5,046048,M,False,Australia,67.86575342465754,Chrome,Windows,False
14.5,046131,M,False,United States,39.983561643835614,Chrome,Windows,False
9.0,046138,F,True,China,41.271232876712325,Chrome,Windows,False
9.5,046330,F,True,United States,27.684931506849313,Chrome,Windows,False
8.0,046471,M,False,,22.28219178082192,Chrome,Windows,False
8.0,046576,,False,United States,45.95342465753425,Chrome,Mac OS X,False
7.0,046832,F,False,Brazil,68.61643835616438,Chrome,Windows,False
10.25,047168,F,False,Italy,55.295890410958904,Chrome,Windows,True
9.6,047283,F,True,United Kingdom,67.35342465753425,Safari,Mac OS X,False
8.5,047684,F,True,United States,63.68219178082192,Firefox,Windows,True
11.0,047902,F,False,India,19.78082191780822,Chrome,Windows,False
10.0,048251,M,True,United States,49.41917808219178,Chrome,Windows,False
9.0,048380,F,False,Argentina,52.32876712328767,Chrome,Windows,False
10.333333333333334,049054,F,False,France,60.85753424657534,Chrome,Windows,False
13.5,049117,M,False,China,44.465753424657535,Firefox,Windows,False
11.0,049290,F,True,United Kingdom,60.98082191780822,Firefox,Windows,False
9.0,049313,F,False,Germany,48.35342465753425,Chrome,Windows,False
14.0,049542,F,False,France,69.0986301369863,Chrome,Windows,False
11.0,049591,F,False,Ireland,71.8027397260274,Chrome,Mac OS X,False
14.0,049696,M,False,United States,72.69315068493151,Chrome,Windows,False
16.0,049722,M,False,Mexico,33.73698630136986,Firefox,Ubuntu,False
9.0,049896,F,False,Japan,46.99452054794521,Chrome,Windows,False
11.0,04fpz8,F,True,United States,58.484931506849314,Chrome,Linux,False
7.0,04yma0,M,True,Indonesia,27.405479452054795,Safari,Mac OS X,False
12.0,050196,M,True,Republic of Korea,18.96164383561644,Chrome,Mac OS X,False
13.0,050200,M,False,Australia,63.035616438356165,Chrome,Windows,False
6.75,050650,F,False,Germany,61.85479452054795,Chrome,Mac OS X,False
8.333333333333334,050775,M,False,Israel,69.58356164383562,Chrome,Windows,False
17.0,051276,,False,China,37.64657534246575,Firefox,Windows,False
9.25,051399,M,False,Switzerland,59.915068493150685,Chrome,Windows,False
10.5,051419,M,True,United States,44.824657534246576,Firefox,Windows,False
13.0,051426,F,True,United States,74.69041095890411,Chrome,Windows,False
13.0,051524,F,False,China,35.01917808219178,Chrome,Windows,False
9.8,051687,,True,United States,64.11506849315069,Chrome,Mac OS X,False
15.0,051906,F,False,Japan,58.63835616438356,Chrome,Windows,False
15.0,051908,M,False,Japan,35.61643835616438,Chrome,Windows,False
12.0,051993,M,False,United States,58.273972602739725,Chrome,Windows,False
12.333333333333334,052085,M,False,Turkey,23.115068493150684,Chrome,Windows,False
12.0,052609,M,False,United States,23.08219178082192,Chrome,Mac OS X,False
8.5,052860,M,False,China,74.25479452054795,Chrome,Windows,False
11.0,053048,F,True,Japan,29.575342465753426,Chrome,Windows,False
12.5,053060,F,False,United States,53.654794520547945,Chrome,Windows,False
7.333333333333333,053074,M,False,United States,37.701369863013696,Chrome,Windows,False
9.0,053094,M,False,India,18.405479452054795,Chrome,Windows,False
5.0,053165,F,True,Kuwait,26.98904109589041,Chrome,Mac OS X,False
13.0,053260,M,False,Denmark,52.775342465753425,Chrome,Windows,False
12.0,053522,F,True,United States,18.67945205479452,Chrome,Mac OS X,False
13.0,053698,M,False,United States,32.49589041095891,Chrome,Windows,False
12.0,054195,M,False,China,67.40547945205479,Chrome,Windows,False
9.75,054349,M,False,Argentina,47.43561643835616,Chrome,Windows,False
12.0,054452,F,False,Poland,51.29041095890411,Chrome,Windows,False
13.0,055370,F,False,India,51.68219178082192,Chrome,Windows,False
12.666666666666666,055414,M,True,Cameroon,67.23561643835616,IE,Windows,False
9.5,055427,M,False,Japan,31.594520547945205,Chrome,Windows,False
14.0,055481,M,False,Taiwan,62.71780821917808,Chrome,Linux,False
11.0,055833,F,False,United States,59.99178082191781,Chrome,Windows,False
14.0,056076,,True,Morocco,22.663013698630138,Chrome,Windows,False
12.4,056367,M,True,United States,53.99178082191781,Safari,Mac OS X,False
11.0,056563,F,True,United States,69.92054794520548,Chrome,Windows,False
11.0,056wtd,M,False,United States,43.11506849315069,Chrome,Windows,False
9.0,057041,M,False,Argentina,52.293150684931504,Chrome,Windows,False
14.0,057332,F,False,China,19.424657534246574,Chrome,Windows,False
10.25,057404,M,True,France,37.4027397260274,Firefox,Windows,False
12.666666666666666,057588,,True,Egypt,35.18630136986302,Chrome,Windows,False
10.25,057589,M,False,Brazil,52.49589041095891,Chrome,Mac OS X,False
